id,genre,track_name,artist_name,valence,energy
0II8l6pJWBjgafmX6eNCz6,j-dance,OVERCOME,BOOM BOOM SATELLITES,0.146,0.937
0YSfLNL1qZNNKh1QHZpeJE,j-dance,Wake Up To Reality,Yoji Biomehanika,0.143,0.975
5btp2hNzCWB4teh8NjkT4a,j-dance,Alive or Fallen,MYNAME,0.677,0.933
4W0wK7GHWZ9JueChRvyHsk,j-dance,東京チンギスハーン / Tokyo Genghis Khan,Denki Groove,0.778,0.858
46L8ZsdH6KvtBK92lmsOJX,j-dance,Love myself,Milly Milly,0.36,0.765
4GonMB9QzXwAZWBwdRiwew,j-dance,Why Not? - Original Version,FPM,0.93,0.837
3k2o351Iu0yBEWUvK5Zjm0,j-dance,Choo Choo SHITAIN,JINTAKA,0.715,0.952
212F8jzWjRIjs9U87WLTSR,j-dance,Double Bed,Obey City,0.627,0.472
3zCcIsGbr2Uy2sySmJdnq6,j-dance,Africans,Various Artists,0.496,0.488
3VhBrv2T30D8wW3GR1WDze,j-dance,Without U feat. Skylar Spence,tofubeats,0.896,0.814
5UBT8hOM4MpJW2E91q7oUp,j-dance,ORIGINAL LOVE,w-inds.,0.384,0.826
2Lf6mae4mvyREQ8E7w3exk,j-dance,milkyway drive,DE DE MOUSE,0.42,0.926
53tK4UJX0IoN7Zrte3qD7b,j-dance,24max feat. Gow,KSUKE,0.501,0.847
5IguLn3ZZxhhEKvaOp7aZH,j-dance,Fit Song,Cornelius,0.559,0.628
3w095FqAkNkvj1UrKLqhby,j-dance,ベストフレンド,Mika Nakashima,0.647,0.795
68bxIV7Q95aOWDwPOllsnQ,j-dance,Light on galaxy,Various Artists,0.139,0.964
4b3ZqogrK56sCODyU9IkWf,j-dance,Spike,80KIDZ,0.63,0.969
4oXDZK3Hrzz6Ayu3SSh22m,j-dance,RADIO,METAFIVE,0.753,0.977
0u5rtXgVw65KmWeAxQnzcj,j-dance,ライト スピード ユー,DE DE MOUSE,0.327,0.874
70qqTMdUPGkwmCKdsh08uA,j-dance,Looking for U,lecca,0.459,0.719
3B7reS96j1r9gmHLSVnohI,j-idol,My Ixxx,BiS,0.39,0.957
1K9TFW6eH74A5pirFqOPhw,j-idol,ありがとうキミへ,MAG!C☆PRINCE,0.441,0.803
4Vs98ygU5KGde6vwQcuGqx,j-idol,虹色の永遠,SweetS,0.336,0.414
4sT4F7KEKWRuVanNqgOVeD,j-idol,純白の約束,Tokyo Girls' Style,0.653,0.838
0ItfoVJ6jq1ojeRkDU66m5,j-idol,チクタク☆2NITE,9nine,0.814,0.891
67g86oHL3KypPHTkWaNlBs,j-idol,スーパーカリフラジリスティックエクスピアリドーシャス,Various Artists,0.948,0.985
3lE2G3Rxs5pcVpd2RznJ8M,j-idol,カツ丼 in da house,Minami Takahashi,0.696,0.919
1aKUYv886GupMvw0ptWI8S,j-idol,女はそれを我慢しない,Vanilla Beans,0.856,0.918
23alYlQ8u8QXF7oxvE6GhS,j-idol,ワンダフル・ワールド,Wasuta,0.387,0.968
4bwedlOnAdrRKykFon5R67,j-idol,irony,Moso Calibration,0.594,0.905
3wq1rQNTP9IOp3ovKCHyn5,j-idol,Beyond the Bottom,"Wake Up, Girls!",0.382,0.836
2FcEoJQ5Od2SRZG7ids8Gi,j-idol,TOKI,Da-iCE,0.682,0.881
5MJ0mGy9Z8e2snOvJj9N4a,j-idol,YATTA!,BAND JA NAIMON! MAXX NAKAYOSHI,0.533,0.956
5zwhs3vsW6LMsD0JIDUujL,j-idol,Ψです I LIKE YOU,Dempagumi.Inc,0.659,0.977
6egcrLDs3KhDv7Qhmvj0Mm,j-idol,ブライトファンタジー,i☆Ris,0.603,0.977
6oVeUZk8mwVxxzw1qG22RY,j-idol,ぼくをしんじて,Ai Shinozaki,0.22,0.589
3BwPzABLaqZC7xbBfww6sb,j-idol,ようかい体操第二,Dream5,0.885,0.702
0CMrqB9XO46waZByYV8LKZ,j-idol,シンデレラ サマータイム,AeLL.,0.766,0.969
3Cpx4wc3wPnZulW8rfOH0j,j-idol,コンピューターおばあちゃん,TEMPURA KIDZ,0.931,0.746
37F3e5zbPtyRnIE6TClWOP,j-pop,Get Up!,Miho Fukuhara,0.454,0.84
3cZwS2efeKA8LbnmnYeTWX,j-pop,"Woman""Wの悲劇""より",Keiji Kawashima,0.175,0.128
5w4QEB1iBbrUZnThQco69x,j-pop,ソツギョウ,Miliyah,0.594,0.674
2ebFIYpWUPArGWdvKIG6sF,j-pop,オーバードーズ feat. NIHA-C,Denpa Girl,0.747,0.944
4ZlhlmM8zseVw24xBqRl41,j-pop,少女S,SCANDAL,0.794,0.91
1PwRkSVqWUus32NZQYyREi,j-pop,レゾンデートルの存在理由,The Mirraz,0.385,0.994
5gv0YEzPivFIPitYbMDx1S,j-pop,マニフェスト,Superfly,0.643,0.95
222yG3MKvmw9SB99ZsNi5E,j-pop,未来予想図II,Chris Hart,0.256,0.584
74HO6MzaRlZwkIDyQUYrG3,j-pop,君と出逢って,Ketsumeishi,0.585,0.712
1CmkicCeqveLe5iRIuiop3,j-pop,手紙,MACO,0.393,0.591
2nFRUHhPhT9lus1xtkQtUp,j-pop,ファミリーパーティー - album mix,Kyary Pamyu Pamyu,0.869,0.908
0OjkA5i8dYxbHWn6DSTdHT,j-pop,薔薇のように咲いて 桜のように散って,Seiko Matsuda,0.212,0.378
71RPOgDBMAQ8wKD3ejclfp,j-pop,ピノとアメリ,Huwie Ishizaki,0.347,0.63
42bD3oEkYPn66cVdXtwPPP,j-pop,My Only Lover,Thelma Aoyama,0.713,0.967
6PLrGpb8yOcLjP5nXHWQlg,j-pop,風の一秒 - 2016 remaster,Kiyotaka Sugiyama,0.638,0.842
2Y10bmtxVQdX7nIxVKNchH,j-pop,Salve feat. JJJ,KID FRESINO,0.728,0.586
03jEqScEW8nrJjuLvKYwJ4,j-pop,僕が死のうと思ったのは,amazarashi,0.402,0.525
6mD6JzK55PbTimbWqDHcO5,j-pop,O2,Miho Fukuhara,0.819,0.932
08vfhaYJVnDSs8UgUqIh44,j-pop,Natty Parade - Shaken Mix,Tokyo Ska Paradise Orchestra,0.842,0.886
2xJc5zKrIlBjROltIBsej1,j-pop,香音-KANON-,Kenta Kiritani,0.268,0.277
2XTM8O4HPAy1OGWgm0VU6i,j-rock,firefly,Tensai Band,0.505,0.791
0MPKa5qtzbUK2DNpmp0ypb,j-rock,すべては君のせいで,Base Ball Bear,0.771,0.847
7z0dmCgu8wqShvjzzmcYoI,j-rock,五月の空の下で,Eastern Youth,0.259,0.728
4x2xRoUBXJ4CPoMwxJCFNt,j-rock,告げ口,QUEEN BEE,0.771,0.839
7eMBIBmG2nrPh5MdNFoKce,j-rock,CALLING,VAMPS,0.213,0.992
0AkE91xeeiaSApLOIX1aYJ,j-rock,Sun Don't Shine,The Band Apart,0.514,0.525
7zh0xxF44sZqM0yrhHuQM3,j-rock,WHAT'S MY NAME?,MIYAVI,0.529,0.983
6ZjdFrUezMRE6zq2tan4qs,j-rock,生きる,Tokyo Incidents,0.242,0.563
4Dh9HJrF668gSLoqg6s6wW,j-rock,IMPACT,UVERworld,0.395,0.92
6hBGKrQ3LVsgXL3hSE437b,j-rock,Survivor,BLUE ENCOUNT,0.405,0.976
69Ek12KUWMHKTuHLMshPvk,j-rock,BROTHER,OKAMOTO'S,0.505,0.88
4rzcaNe5up7HktfDbAuU0e,j-rock,SAKURA,KEMURI,0.332,0.989
1rFIM47gDnFIACrC7PyLnJ,j-rock,サークルゲーム,Galileo Galilei,0.815,0.76
0BMwIFjH2UCfsGDsQf7fTO,j-rock,no future - Instrumental,Bloodthirsty Butchers,0.403,0.635
6ZJ41CvonOcOz1lBHSs7Vc,j-rock,マスターベイション,THE STREET SLIDERS,0.865,0.877
769BPjCArqtOrVbklJ8Us9,j-rock,オノマトペメガネ,sasanomaly,0.8,0.637
7MfFprFoIFI1C8kg1sQak9,j-rock,PLAYSTAR VISTA,Supercar,0.447,0.889
0PXRt0TpN2LaDLu62v19yL,j-rock,CAT WALK,Chatmonchy,0.4,0.682
1Ck2Ki8zcfs82Qp9C0GtPW,j-rock,scene through,syrup16g,0.214,0.944
56IF1gMvIEOQeSCWoMT7hx,jazz,Black and Tan Fantasy - Live,Duke Ellington,0.291,0.174
7KUJeTrpC3Lwo0Nm79P4Ju,jazz,Light Skinned Beauty,Theo Croker,0.464,0.731
3pcmCjGpvJJseYmD2TPlEh,jazz,I Cover The Waterfront,Annie Lennox,0.292,0.201
0GjOZkEk4jTSQq8PkuH097,jazz,A Remark You Made,Weather Report,0.153,0.176
0SiMlVdkAPr1UPgr89t6Nc,jazz,When the World Was One,Matthew Halsall,0.397,0.519
4zxd4tiXPlWMqoJltbVTbE,jazz,Stella By Starlight (feat. John Coltrane & Bill Evans),Miles Davis,0.243,0.144
2bDLTMtjQwVryomtX6hG4P,jazz,Summer Days,Emily Saunders,0.535,0.567
3xPpJIXIj3VuMSOJzAaeUY,jazz,What A Difference A Day Made,Jamie Cullum,0.387,0.31
7GfcuA0aebfcSz8wbex9Qb,jazz,Rifferama,Patrick Naylor,0.481,0.26
4UbVqawutexP8Ymbw7ieRE,jazz,Sweet Fire,Rahsaan Roland Kirk & The Vibration Society,0.471,0.462
70Va8NA2Ies98TNa1XuNbl,jazz,Brazilian Suite,Michel Petrucciani,0.739,0.434
5CcAkJMkqpx7vwyYq1CQQd,jazz,As This Moment Slips Away,Joshua Redman,0.543,0.429
6bZf2VcN25Hu7jcLNkc5NC,jazz,When I Fall In Love,Nat King Cole,0.0832,0.129
53V11PJy2Kjubbt7J8IC8c,jazz,Minnie the Moocher,Various Artists,0.686,0.232
4JpLVWSzaaQlgAET15YZb3,jazz,I Let A Song Go Out Of My Heart,Lena Horne,0.296,0.229
2sqqUTxbQ5YXMy1VRkuiZ3,jazz,Lying in the Hay (Foxtrott),Al Bowlly,0.657,0.3
6f6OQJv9qjqyJq9NHin45n,jazz,Blue Ballad,Phil Woods,0.059,0.156
6Q7U4bTozx5kfLjWT81u7P,jazz,Mean to Me,Sarah Vaughan,0.524,0.0986
3qQIq27L2KkSMH99rrNl2N,jazz,,Various Artists,0.19,0.119
0Qqep9abOtBxR7TAt59MDF,jazz,Nengueleru,Stefon Harris,0.492,0.69
5qDWIcUslIax0N2wBLVF1E,k-pop,Wake Up,Girls' Generation,0.713,0.665
2X0Lg2j5N74VvDVqrU2y9I,k-pop,"Baby, Good Night",lady Jane,0.727,0.409
3cOoVzcIFla7bxBPPWEDUj,k-pop,Tears On Love,Yiruma,0.219,0.149
2npV0FotZtnSblfMrDfsB3,k-pop,다른 얘기 좀 하자 (inst.),Sool J,0.426,0.355
0P7N0JPSNiWL69tX2Kpo3x,k-pop,"기다려, 기다릴게",소울레인,0.64,0.738
1R2SZUOGJqqBiLuvwKOT2Y,k-pop,Gangnam Style (강남스타일),PSY,0.757,0.938
2GrYIUrAYK5TZhSh0RJV6H,k-pop,Fantastic Boy,BIGBANG,0.544,0.836
6KkYCB6qc4m8EXauv7VNnB,k-pop,Go Away,2NE1,0.617,0.778
2tI0iDruItJAabxARiBoqd,k-pop,While It Is Day,Steve Lamount Harrold,0.167,0.385
38ieVc88O6Wznw3NxXhE78,k-pop,You Got Me,STi,0.582,0.556
2EFDlTTFdC4HrV8UfLfnkp,k-pop,Dream,Yiruma,0.108,0.0595
510AiXTy9yey4lxieYsjmB,k-pop,짝 (feat. 토니안),lady Jane,0.456,0.88
5Ysv04lI7nBYJoaJjm9INy,k-pop,Wasted,Jay Park,0.507,0.791
1kLplichTf2yemEEz7kD9u,k-pop,C'est La Vie,Hwaii,0.631,0.276
6dbkwomm5qux6JvGR8hAGo,k-pop,White Luv (inst.),Jo Ha Rang,0.598,0.58
0d7zYrwXOkCfjnCfocdYLJ,k-pop,깨져,STi,0.497,0.661
1NpdoGlphd5N8hVFxO162f,k-pop,RED RAIN,자우림 (Jaurim),0.759,0.776
5kDzXDEzO7yUjkgFuBvk6G,k-pop,My Favorite Things (inst.),더 키친(The Kitchen),0.808,0.845
440MyjFrwmpn6PGw2k0wba,k-pop,난 그래,V.A,0.162,0.661
3s73EEL17rTB6Y0mYlhrIl,k-pop,달그림자 (Inst.),김태성,0.133,0.2
5cVvivemmfG6vaSOAleHOH,kids,Walk Outside,Dan Crow,0.882,0.497
1XRti2U3hW7uPz2dpGuCpq,kids,When a Hippo Can Dance,Sandra Boynton,0.534,0.329
5iaLZDR6vhnrqtWZuPEnfS,kids,Alphabet Boogie,Kiboomu,0.576,0.684
5tvN74QGIU0JAOEnsWjs3E,kids,Recess,Justin Roberts,0.481,0.742
0F6ZsoLrPG1rsknhMHlSlk,kids,This Land Is Your Land,Elizabeth Mitchell,0.633,0.141
0jbGjqfzyN4IOPPQHa0X3H,kids,Bubbles,Parachute Express,0.644,0.251
5IiMclvQEq45GYUUaYsObe,kids,Laugh in Any Language,The Jimmies,0.831,0.718
1ZmZxaRWy1DKvbU4DfxLEE,kids,Be My Friend,Jim Cosgrove,0.495,0.46
4PSgx8uleKin89LFvvSXf9,kids,"Dora The Explorer Party Mix (including ""Dora The Explorer Theme"" & ""Travel Song"")",Dora The Explorer,0.681,0.919
6T8cDr9P6anYtaORts1Wd1,kids,So Long Song,Blues Clues,0.517,0.886
2WUv64aT1rRD1TKjmqzeCN,kids,Birthday Bite,Recess Monkey,0.961,0.63
7dqbmpVdDgjnFQdhdDrmtC,kids,Put Your Finger in the Air - Instrumental,Bob McGrath,0.578,0.154
3CWiyGDaLRKVUS6ahKiAv1,kids,We're Doing a Sequel,Various Artists,0.796,0.663
5NOXbgrKWZSXPzj9Q4sQLI,kids,Swinging On A Star,John Lithgow,0.709,0.381
6ldmAg4gi29jwvviS2ir4b,kids,Old McDonald,Baby Genius,0.77,0.422
7yQq0sQokJAV2qqc44J9Eu,kids,Dirt Made My Lunch,Banana Slug String Band with Michael Levy,0.68,0.198
5KxQOaOFKj3SIFnV5udd5o,kids,The Creatures Under My Bed,Caspar Babypants,0.913,0.524
6mwFkL37PXyfNZq1y5jhSL,kids,Catch That Train,Dan Zanes,0.852,0.371
62AzGLyJvNN1kIBUJNPYgX,kids,You Can Make It Happen,Various Artists,0.635,0.791
7ibp0dEFgvmRHrSjw5Vw5z,kids,I'd Like To Be A Bubble,Tweenies,0.353,0.401
2S6sWOPw6dDDqZwSbKop1y,latin,Vengo a Aclarar (En Vivo),El Fantasma,0.866,0.412
0wQCKR9OFjYu5Kzrk7WivJ,latin,Corazón partío,Alejandro Sanz,0.815,0.846
7GhyiB8rG71HqBmG27w7qT,latin,Mi Credo,K-Paz De La Sierra,0.964,0.774
2h3Wy9FcPrp3q8QRvRP6zj,latin,Tomen Nota,Adriel Favela,0.952,0.735
4DBnQKEkneEBbUXJVX5Kxs,latin,Vivo Pensando En Ti (feat. Maluma),Felipe Peláez,0.582,0.774
4AOdHg0VhOfCLmo4xfatk8,latin,En Estos Días,Régulo Caro,0.546,0.371
4sWkZXLxb0lPCXNBzw5rsr,latin,23,Cosculluela,0.526,0.779
0zY4kXv0OOKLFh33DH2cSv,latin,Recuerdos,Kelmitt,0.471,0.683
1pVdFpQPRP8HSV9ZeKdBb2,latin,Sin Él,Marisela,0.323,0.259
2A2Q4CYBcVvBF2OqgJ3OWX,latin,Ya No Quiero Ná,Lola Indigo,0.367,0.467
3oqWr0jDWNXxWufNogGREp,latin,Crimen,Gustavo Cerati,0.288,0.502
5RsVC0iBj4QaycuCzcfD1n,latin,Quédate Conmigo,Chyno Miranda,0.79,0.903
0CjaLvAqN97KPVWgOJ1vbD,latin,Dónde está el amor (feat. Jesse & Joy),Pablo Alborán,0.324,0.848
1qa1RJbrfCOZ8ptY73DzS1,latin,"Quizás, Porque",Sui Generis,0.211,0.0189
1ZJe2q23LXHnE79UjnJqyx,latin,Tómame o Déjame - Remasterizado,Mocedades,0.416,0.59
65nL3OLuHHfEYxKkHMQ1fL,latin,Desnúdate Mujer,Frankie Ruiz,0.9,0.744
0cslUTJ5eB4hUNs0fKyh59,latin,Nada Personal,Soda Stereo,0.439,0.915
7glCSQqV5o6NU88Cn4zPZn,latin,Estamos Bien,Bad Bunny,0.468,0.557
5EWN5giv1RoSDNFeEoxqpU,latin,La Pareja Ideal,Marisela,0.551,0.367
6squwxmGYNEgrk3Ai0piCi,latin,Libro Abierto,Gerardo Reyes,0.838,0.305
4VZ0UOLwnTnQSLZJme5lyQ,latino,Qué Tiene De Malo,Calibre 50,0.967,0.805
60LFVZnngAnRkGrdDBrmwH,latino,Palabras,Amaia Montero,0.376,0.588
4nwc1TRYSEBLYNcYlZBBd2,latino,Chan Chan,Buena Vista Social Club,0.701,0.423
6Kmh3xMuKdT3elxaKMtr4d,latino,La Luz,Juanes,0.88,0.979
3uvypVUsiIr1B0BccIcsEh,latino,6:00 AM,J Balvin,0.733,0.746
3KBQoWXuEuOpRwEMrDAdMb,latino,Dormir Soñando,El Gran Silencio,0.786,0.935
1CqPzQJ64nkRpHmPdqRl9R,latino,Mujer de Piedra,Gerardo Ortiz,0.969,0.489
1RIhd7jjWDQwSKsbxxGArN,latino,Ojos Color Sol (feat. Silvio Rodríguez),Calle 13,0.452,0.443
66iLejOv3978d78PlSSNaZ,latino,Corazón En La Maleta,Luis Fonsi,0.879,0.64
01Kyr15m8Dfm2Z57XoXKO7,latino,En algún lugar,Duncan Dhu,0.443,0.859
5YiYgzELh2M8I3LyLOMnNz,latino,Guaya Guaya,Don Omar,0.687,0.872
74KqkyHbpneHF6JT8EwUOO,latino,No Te Apartes de Mí,Vicentico,0.886,0.549
47TyfLrGhYHHyyQWk64d0M,latino,Flor Pálida,Marc Anthony,0.739,0.802
7tOAN6w4a1LD0iqkRnIrhZ,latino,1977,Ana Tijoux,0.578,0.685
2LTcAMwvECXoKxHUW640V1,latino,Por Lo Que Reste de Vida,Thalia,0.389,0.757
3cHyrEgdyYRjgJKSOiOtcS,latino,Timber (feat. Ke$ha),Pitbull,0.788,0.963
01lHZ5GmTQ5vsXmRIuDWzP,latino,No Amanece,David Bisbal,0.704,0.749
6Al0Kpd4VrRZ0Z4kTThNPa,latino,Volví a Nacer,Carlos Vives,0.512,0.812
7oskUNX4ZqHavH1UbS6bUa,latino,A Dios Le Pido,Various Artists,0.932,0.847
5jezNmDvHt6ecvWeMfwW0v,latino,Hasta Que Salga El Sol,Banda Los Recoditos,0.973,0.667
4ieHJYBXsfNuJo13PJSwRy,malay,Buat Sang Puteri,Spider,0.238,0.673
3mvRJMn6gMhgjZrcaf3Edp,malay,Curiga,Ning Baizura,0.0394,0.29
1S8dbSLdSs6vKpYUJBzitj,malay,Jauh Mimpiku,Peterpan,0.629,0.687
4BlIZhIzjs95w62WQzgEzQ,malay,Selimut Hati,Dewa 19,0.545,0.428
4ca2Gq9vZQIIBpvImKHD5d,malay,Seri Dewi Malam,Datuk Sharifah Aini,0.649,0.396
3xVo7Tttzcawmv7rwnAseL,malay,Azura,Jamal Abdillah,0.0791,0.467
3ULxHxyLgtQpDHUY6QS9WB,malay,Ku Akui,Hafiz Suip,0.147,0.271
3XS6vjDWZVsBGX6MzzalhM,malay,Doa Untuk Ibu,Ungu,0.177,0.31
1nN1dunbXSIXxXv4hVuklL,malay,Jika Kau Bercinta Lagi - Album Version (Edited),Alleycats,0.591,0.771
6sZ3KWhWfN450J4LXdBj3n,malay,Ratu,Dato' Sheila Majid,0.257,0.508
5K1rElPK21lmJH9VRDVTSh,malay,Jangan Menyerah,Marshanda,0.515,0.697
4M2TQocxI9CaEvtyaeBBte,malay,Senja Nan Merah,Various Artists,0.225,0.322
30V4jdRzgo9kdD1bScqvr0,malay,Sudah,Nidji,0.401,0.523
3x26f1cFOqjc82t5QzfuTk,malay,It's A Beautiful Life,Jaclyn Victor,0.589,0.885
09m18lYWhmHkw9Y0KEASmr,malay,Sentuhan Kecundang,Various Artists,0.42,0.62
61D3V5DXd9m5QsXbdKQCDI,malay,Menanti,Ella,0.0767,0.344
0PqzDOCkjPabANqGEMSdyn,malay,Semua Tentang Kita,Peterpan,0.14,0.303
5DTOgrUphb4eU8h0Nxphud,malay,Kisah Sedih Di Hari Minggu,Marshanda,0.381,0.42
4DSOQ3kfCw70iWDswduLGN,malay,Semua Tak Sama,Padi,0.433,0.658
3ZLDaiXqmtlb3P6aTSgt75,malay,Untuk Mencintaimu,Seventeen,0.412,0.625
0Fzh3O71Oa3NeTTuvksqWd,mandopop,甜蜜蜜,Leon Lai,0.547,0.519
6Vdb5GA3Q0zlmrMfHjgUwi,mandopop,天黑黑,Stefanie Sun,0.387,0.263
5A36twZjVJsc4VdxMck3rc,mandopop,紅糖水,Chris Yu,0.197,0.371
2UWCmPK0TYyD970JVAPFL5,mandopop,有些事現在不做一輩子都不會做了,Mayday,0.607,0.79
0sx8DfYkU5VTc2t40vYh3K,mandopop,讓我愛你,Vic Chou,0.231,0.393
1ALlSLrAls9JaJnboXMM7Z,mandopop,修煉愛情,JJ Lin,0.239,0.648
1eELwZllJddKYycIstgj2O,mandopop,一個人在途上 (A Lover's Odyssey),Chet Lam,0.247,0.216
2PMaFpDuNog7XzczC7qnSc,mandopop,Angel,趙詠華,0.542,0.516
05yQtgcH60lHUCTyq6bOpN,mandopop,我們都怕痛,Will Pan,0.212,0.406
2yfxuu2dIBmCqwzQQjFFqp,mandopop,一言難盡,Phil Chang,0.394,0.579
2ukMcSomH0JigNrEhFxIP4,mandopop,香格裏拉 (Shangrila),Various Artists,0.302,0.101
6joRTEB8Ht74ZvdzDeKQMT,mandopop,我很好 (I'm Well),Rene Liu,0.334,0.407
0t7NHkA9GnwPtDuFD3AlLD,mandopop,陌生人,Tanya Chua,0.36,0.32
4iaUhRO2kP9sOaeOImmLJI,mandopop,藍蓮花,Xu Wei,0.46,0.549
3MNF1IrYF3VfPOSWnANQDo,mandopop,因為愛所以愛,Nicholas Tse,0.148,0.536
2rZp4dRPgSKMqTjldIcTdA,mandopop,天后,Andrew Tan,0.286,0.643
2T0I3HTMA0fdIAdlSWnlce,mandopop,月半彎,Jacky Cheung,0.317,0.452
7DQFJ7MMEPGPPkPLnhl7aD,mandopop,王子,Nicholas Teo,0.319,0.554
4OHaQq5eqpRgCqgVY3MpQY,mandopop,我愛的人,Jordan Chan,0.172,0.422
6TCiXBnTI1MhGqosPIBu3i,mandopop,24個比利,Will Pan,0.627,0.846
2f0P7iELCvAlV8j6Z3rGDE,metal,Stranglehold,Ted Nugent,0.49,0.711
4vJr55lngvhSM8WIh9CjQc,metal,Cemetery Gates,Pantera,0.426,0.726
6hs9Tpyt7i7H6rkYFos9Pn,metal,SadioWitch,Electric Wizard,0.158,0.942
66f5dM5SeIs4meV5ZNLcZC,metal,Visions in My Head,Obituary,0.174,0.89
3eEAv6q0YiHwSXZakEgvoG,metal,(Don't Fear)The Reaper,Blue Öyster Cult,0.442,0.887
4SZymOV9M2wAz1N2uMWQUx,metal,Inis Mona,Eluveitie,0.276,0.991
61dTqhd46yMkSWmC5LAh5F,metal,Angel Of Death,Slayer,0.0829,0.994
0E4SOtfJAgKXmVrY2CJLnE,metal,Angels,Within Temptation,0.192,0.865
7tuPKHwOe83qC2djmlKbFr,metal,The Motherload,Mastodon,0.347,0.971
0z09OVa4ZNJ4oQydl9XolX,metal,Adrenalize,In This Moment,0.43,0.96
3amR3pxfJIBJTFLdOCcf6k,metal,I Wanna Rock,Twisted Sister,0.671,0.911
57fqmDaokbxZ3TaB0jp39q,metal,Holy Diver,Dio,0.109,0.901
4jFt5aoh7VQQ9gsEaDkBQD,metal,Burnin' For You,Blue Öyster Cult,0.686,0.622
2h1rjzw90ZeMgbzOHJFHao,metal,What If I Was Nothing,All That Remains,0.221,0.768
1L6KRFCqkFkhutZTT68RhS,metal,Death And The Labyrinth,At The Gates,0.514,0.97
60KqEUtRPr7E0Difa7hfOy,metal,Redneck,Lamb of God,0.0576,0.996
32b8wStVMtiyTHE8rWrgvf,metal,Drop Dead Cynical,Amaranthe,0.486,0.909
1Ll8UuomlZEhuZYLxUz09J,metal,Here I Go Again,Whitesnake,0.268,0.666
5CPXR6lDTvngxtmMZxnWmC,metal,Pull Me Under,Dream Theater,0.278,0.941
44AxeBXrK9LQlGjXyT2oZQ,metal-misc,Run to the Hills,Iron Maiden,0.471,0.951
7rb8JRuyMqJSBOSoaFMtCY,metal-misc,Deceiver of the Gods,Amon Amarth,0.0827,0.991
4Jp6zaYbDGEhK0eV1byXNF,metal-misc,Let It Go,Betraying The Martyrs,0.386,0.976
1qlRSRaD3Hb5lfzcAs0Ev1,metal-misc,Carrie - Single Version,Various Artists,0.144,0.524
2SgbR6ttzoNlCRGQOKjrop,metal-misc,Cowboys from Hell,Pantera,0.437,0.908
308BpHy6evPQz9hSPpSLNf,metal-misc,Blood,In This Moment,0.527,0.95
7eyshS7nRaFtN8oMjHZSnp,metal-misc,Take This Life,In Flames,0.121,0.993
01Mpj13vURSO3cCLprPt5T,metal-misc,Raining Blood,Slayer,0.0379,0.995
2PfBSkCKZDXMsJogMT0wML,metal-misc,Jump,Van Halen,0.774,0.822
1oDATX0oMlqu03e3pclagF,metal-misc,Feed My Frankenstein,Alice Cooper,0.373,0.914
3MrRksHupTVEQ7YbA0FsZK,metal-misc,The Final Countdown,Europe,0.188,0.843
2PpNgmrS9mAyrkRAwn6YPq,metal-misc,Rainbow in the Dark,Dio,0.612,0.947
3ebrniHtOzNWigJhEkWguR,metal-misc,Paranoid,Black Sabbath,0.182,0.961
5MZrOnwTMwnUqAMxTNnV7t,metal-misc,Heaven Nor Hell,Volbeat,0.672,0.768
6iC4yNDnwpSJ61Sz8g6EDG,metal-misc,Carrion,Parkway Drive,0.428,0.969
3gLlcZQMvpwgtV9THHXrGp,metal-misc,Runnin' With The Devil,Van Halen,0.527,0.88
404GyiQgr8XZN4rV0bheCm,metalcore,Vengeance,The Devil Wears Prada,0.273,0.97
2xbrLuNSgW2QD7AVCyagjX,metalcore,Ben Threw,Of Mice & Men,0.266,0.98
70IRjkUjBDbXJsteK2du8z,metalcore,Wishmaster,The Word Alive,0.259,0.955
4rzMtlfJd2qZOmyie4rjua,metalcore,Miscarriage,The Plot In You,0.0662,0.985
3ouugfdFz6exFXUxu7wRvD,metalcore,If You Can't Hang,Sleeping With Sirens,0.451,0.975
1o3XZGD3HiWcOb1J6NUmBa,metalcore,The Siren's Song,Parkway Drive,0.413,0.954
6BBnCwYwB9lLzG4gtWtYi2,metalcore,Mad Man,Haste The Day,0.309,0.975
5sS3HChB8NojQIhwt9WWGR,metalcore,94 Hours,As I Lay Dying,0.0697,0.997
5FtKix007hseKxb8U5uNa2,metalcore,Alone,Bullet For My Valentine,0.08,0.97
3ZWtSSJz51mRUE1apZD4n2,metalcore,Stand Defiant,For Today,0.15,0.954
5xrPkz6VT1oBsKwvWjANoF,metalcore,"Even If You Win, You're Still A Rat",Architects,0.125,0.966
5kUPnVmuabLBv60jX2oGVU,metalcore,Bones Crew,blessthefall,0.435,0.889
6mL1akJUHU2MCycbcaJBzg,metalcore,Satellites,Texas In July,0.226,0.932
0gPenYSdtCN7OIyaBdViqI,metalcore,Now Let Them Tremble,All That Remains,0.202,0.727
1RhTHwpXT51rFPncuoqLga,metalcore,It's Our Burden to Bleed,Caliban,0.334,0.869
2yaLghHU1W00ASKU3OsoiK,metalcore,Shut Your Mouth,Attack Attack!,0.56,0.885
17qYceKV5ceAvGvASzb6AJ,metalcore,Survivor,The Devil Wears Prada,0.0363,0.995
5PsmXUmNf2A9WkZhJj20sa,metalcore,Fuck (feat. Josh Franceschi),Bring Me The Horizon,0.0515,0.905
7yQoia91vAFSDUV4jagl1E,metalcore,Last to Know,Bullet For My Valentine,0.647,0.99
5iLUfmFkdzXkBCzRqztTEZ,metalcore,Engine 45,The Ghost Inside,0.482,0.948
